Untitled report
1 December 2025 - 1 March 2026
Campaign,Day,Currency code,Cost,Clicks,Impr.,Conversions,Conv. value,Cost / conv.
US_EN_PaidSearch_Google_COMP_AlwaysOn_Conv,2026-02-20,GBP,392.90,124,"3,692",1.00,315.65,394.04
AU_EN_PaidSearch_Google_GEN_AlwaysOn_Conv,2026-02-20,GBP,204.88,128,"1,975",0.16,67.18,1266.05
AU_EN_PaidSearch_Google_COMP_AlwaysOn_Conv,2026-02-20,GBP,224.07,79,"1,200",0.00,0.00,0
DE_DE_PaidSearch_Google_COMP_AlwaysOn_Conv,2026-02-20,GBP,2.04,2,86,0.00,0.00,0
US_EN_PaidSearch_Google_PMAX_AlwaysOn_Conv,2026-02-21,GBP,898.13,769,"57,677",45.02,"9,115.91",19.95
DE_DE_PaidSearch_Google_BRA_AlwaysOn_Conv,2026-02-21,GBP,92.01,442,"1,968",39.75,"13,127.66",2.31
UK_EN_PaidSearch_Google_PMAX_AlwaysOn_Conv,2026-02-21,GBP,1212.67,"1,702","161,602",90.75,"15,364.89",13.36
US_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2026-02-21,GBP,202.81,426,"1,924",23.95,"7,222.30",8.47
DE_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2026-02-21,GBP,28.08,50,155,1.00,330.84,28.08
AU_EN_PaidSearch_Google_PMAX_AlwaysOn_Conv,2026-02-21,GBP,236.95,330,"20,118",17.24,"3,184.69",13.74
DE_DE_PaidSearch_Google_PMAX_AlwaysOn_Conv,2026-02-21,GBP,650.55,874,"42,922",31.09,"7,745.79",20.92
UK_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2026-02-21,GBP,452.84,"1,069","4,064",108.30,"18,332.60",4.18
AU_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2026-02-21,GBP,65.24,195,658,11.14,"2,410.06",5.86
US_EN_PaidSearch_Google_GEN_AlwaysOn_Conv,2026-02-21,GBP,769.24,321,"7,894",4.08,726.73,188.59
UK_EN_PaidSearch_Google_GEN_AlwaysOn_Conv,2026-02-21,GBP,448.78,300,"7,144",7.51,"1,301.71",59.79
DE_DE_PaidSearch_Google_GEN_AlwaysOn_Conv,2026-02-21,GBP,701.05,572,"10,961",6.29,"1,999.94",111.39
US_EN_PaidSearch_Google_COMP_AlwaysOn_Conv,2026-02-21,GBP,250.54,70,"1,983",1.00,377.79,250.54
AU_EN_PaidSearch_Google_GEN_AlwaysOn_Conv,2026-02-21,GBP,251.74,165,"2,364",3.29,576.13,76.46
AU_EN_PaidSearch_Google_COMP_AlwaysOn_Conv,2026-02-21,GBP,311.42,105,"1,571",0.53,33.80,582.63
DE_DE_PaidSearch_Google_COMP_AlwaysOn_Conv,2026-02-21,GBP,45.01,27,"1,023",0.00,0.00,0
US_EN_PaidSearch_Google_PMAX_AlwaysOn_Conv,2026-02-22,GBP,1158.65,887,"69,805",44.36,"9,196.00",26.12
DE_DE_PaidSearch_Google_BRA_AlwaysOn_Conv,2026-02-22,GBP,666.64,919,"3,740",64.03,"16,619.47",10.41
UK_EN_PaidSearch_Google_PMAX_AlwaysOn_Conv,2026-02-22,GBP,1533.71,"2,353","213,001",95.86,"13,566.12",16.00
US_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2026-02-22,GBP,268.41,522,"2,285",29.10,"6,209.31",9.22
DE_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2026-02-22,GBP,23.27,58,225,10.50,"2,371.42",2.22
AU_EN_PaidSearch_Google_PMAX_AlwaysOn_Conv,2026-02-22,GBP,284.52,414,"27,965",16.03,"2,844.83",17.75
DE_DE_PaidSearch_Google_PMAX_AlwaysOn_Conv,2026-02-22,GBP,468.77,742,"52,738",43.97,"11,678.86",10.66
UK_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2026-02-22,GBP,681.50,"1,418","5,558",133.75,"22,846.62",5.10
AU_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2026-02-22,GBP,105.39,247,845,13.60,"2,979.02",7.75
US_EN_PaidSearch_Google_GEN_AlwaysOn_Conv,2026-02-22,GBP,706.86,331,"5,339",2.68,720.45,263.34
UK_EN_PaidSearch_Google_GEN_AlwaysOn_Conv,2026-02-22,GBP,710.87,468,"10,975",7.80,"1,223.62",91.14
DE_DE_PaidSearch_Google_GEN_AlwaysOn_Conv,2026-02-22,GBP,806.60,714,"12,201",6.99,"2,287.79",115.42
US_EN_PaidSearch_Google_COMP_AlwaysOn_Conv,2026-02-22,GBP,228.94,75,"1,527",5.11,"1,227.17",44.79
AU_EN_PaidSearch_Google_GEN_AlwaysOn_Conv,2026-02-22,GBP,368.73,218,"3,148",0.50,70.05,737.45
AU_EN_PaidSearch_Google_COMP_AlwaysOn_Conv,2026-02-22,GBP,379.64,122,"1,471",4.00,811.21,94.91
DE_DE_PaidSearch_Google_COMP_AlwaysOn_Conv,2026-02-22,GBP,399.98,187,"3,992",4.17,798.13,95.88
US_EN_PaidSearch_Google_PMAX_AlwaysOn_Conv,2026-02-23,GBP,1102.13,823,"61,528",60.00,"13,225.96",18.37
DE_DE_PaidSearch_Google_BRA_AlwaysOn_Conv,2026-02-23,GBP,645.55,736,"3,191",32.78,"8,859.50",19.69
UK_EN_PaidSearch_Google_PMAX_AlwaysOn_Conv,2026-02-23,GBP,1274.09,"1,828","172,677",68.20,"8,449.60",18.68
US_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2026-02-23,GBP,267.16,537,"2,388",34.58,"7,499.09",7.73
DE_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2026-02-23,GBP,29.88,64,245,4.00,"1,976.28",7.47
AU_EN_PaidSearch_Google_PMAX_AlwaysOn_Conv,2026-02-23,GBP,267.77,348,"27,561",20.45,"4,905.92",13.09
DE_DE_PaidSearch_Google_PMAX_AlwaysOn_Conv,2026-02-23,GBP,344.69,447,"44,083",14.26,"3,700.22",24.17
UK_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2026-02-23,GBP,685.94,"1,186","4,819",103.27,"19,394.29",6.64
AU_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2026-02-23,GBP,66.33,213,735,10.02,"1,827.89",6.62
US_EN_PaidSearch_Google_GEN_AlwaysOn_Conv,2026-02-23,GBP,748.03,326,"5,510",9.30,"2,744.75",80.42
UK_EN_PaidSearch_Google_GEN_AlwaysOn_Conv,2026-02-23,GBP,708.35,447,"10,540",16.47,"3,072.93",43.00
DE_DE_PaidSearch_Google_GEN_AlwaysOn_Conv,2026-02-23,GBP,637.72,544,"9,576",17.00,"3,742.04",37.51
US_EN_PaidSearch_Google_COMP_AlwaysOn_Conv,2026-02-23,GBP,210.95,51,"1,279",1.61,331.59,130.88
AU_EN_PaidSearch_Google_GEN_AlwaysOn_Conv,2026-02-23,GBP,251.92,141,"2,119",4.43,629.13,56.91
AU_EN_PaidSearch_Google_COMP_AlwaysOn_Conv,2026-02-23,GBP,281.18,90,"1,347",0.33,143.27,843.53
DE_DE_PaidSearch_Google_COMP_AlwaysOn_Conv,2026-02-23,GBP,403.24,142,"2,759",0.00,0.00,0
US_EN_PaidSearch_Google_PMAX_AlwaysOn_Conv,2026-02-24,GBP,593.09,503,"37,982",18.25,"4,077.41",32.50
DE_DE_PaidSearch_Google_BRA_AlwaysOn_Conv,2026-02-24,GBP,601.41,701,"3,185",13.64,"4,289.14",44.09
UK_EN_PaidSearch_Google_PMAX_AlwaysOn_Conv,2026-02-24,GBP,1331.39,"1,774","174,649",49.57,"8,321.15",26.86
US_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2026-02-24,GBP,232.20,467,"2,187",18.35,"5,050.92",12.65
DE_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2026-02-24,GBP,33.17,42,210,0.85,455.11,39.08
AU_EN_PaidSearch_Google_PMAX_AlwaysOn_Conv,2026-02-24,GBP,242.20,301,"26,741",7.57,"1,596.36",32.01
DE_DE_PaidSearch_Google_PMAX_AlwaysOn_Conv,2026-02-24,GBP,369.92,448,"43,601",10.00,"3,119.71",36.99
UK_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2026-02-24,GBP,588.40,"1,113","4,685",64.77,"11,426.04",9.09
AU_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2026-02-24,GBP,95.50,208,797,7.37,"1,288.03",12.96
US_EN_PaidSearch_Google_GEN_AlwaysOn_Conv,2026-02-24,GBP,665.42,304,"5,223",2.02,411.22,329.28
UK_EN_PaidSearch_Google_GEN_AlwaysOn_Conv,2026-02-24,GBP,769.40,441,"9,868",5.63,874.03,136.77
DE_DE_PaidSearch_Google_GEN_AlwaysOn_Conv,2026-02-24,GBP,943.00,754,"16,370",6.19,"3,127.87",152.43
US_EN_PaidSearch_Google_COMP_AlwaysOn_Conv,2026-02-24,GBP,190.74,60,"1,229",1.28,473.11,148.83
AU_EN_PaidSearch_Google_GEN_AlwaysOn_Conv,2026-02-24,GBP,220.56,114,"1,688",0.00,0.00,0
AU_EN_PaidSearch_Google_COMP_AlwaysOn_Conv,2026-02-24,GBP,189.05,70,"1,151",2.00,210.64,94.52
DE_DE_PaidSearch_Google_COMP_AlwaysOn_Conv,2026-02-24,GBP,399.99,153,"2,841",3.00,"1,599.21",133.33
US_EN_PaidSearch_Google_PMAX_AlwaysOn_Conv,2026-02-25,GBP,512.21,465,"32,246",23.74,"4,504.44",21.58
DE_DE_PaidSearch_Google_BRA_AlwaysOn_Conv,2026-02-25,GBP,632.78,716,"3,458",22.18,"6,479.56",28.52
UK_EN_PaidSearch_Google_PMAX_AlwaysOn_Conv,2026-02-25,GBP,1074.80,"1,463","155,304",39.97,"8,006.18",26.89
US_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2026-02-25,GBP,290.22,420,"1,927",14.17,"3,570.84",20.48
DE_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2026-02-25,GBP,33.13,57,239,3.00,420.42,11.04
AU_EN_PaidSearch_Google_PMAX_AlwaysOn_Conv,2026-02-25,GBP,146.84,258,"21,036",4.02,523.51,36.56
DE_DE_PaidSearch_Google_PMAX_AlwaysOn_Conv,2026-02-25,GBP,497.20,571,"52,188",8.78,"1,865.79",56.60
UK_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2026-02-25,GBP,587.46,"1,018","4,607",39.60,"6,554.59",14.83
AU_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2026-02-25,GBP,86.50,192,801,5.00,"1,427.83",17.30
US_EN_PaidSearch_Google_GEN_AlwaysOn_Conv,2026-02-25,GBP,674.85,294,"5,191",2.34,353.81,288.27
UK_EN_PaidSearch_Google_GEN_AlwaysOn_Conv,2026-02-25,GBP,867.63,519,"11,656",7.71,752.98,112.50
DE_DE_PaidSearch_Google_GEN_AlwaysOn_Conv,2026-02-25,GBP,718.07,610,"10,101",2.90,550.36,247.61
US_EN_PaidSearch_Google_COMP_AlwaysOn_Conv,2026-02-25,GBP,187.21,53,"1,111",0.50,158.52,374.41
AU_EN_PaidSearch_Google_GEN_AlwaysOn_Conv,2026-02-25,GBP,127.61,81,"1,460",1.00,276.43,127.61
AU_EN_PaidSearch_Google_COMP_AlwaysOn_Conv,2026-02-25,GBP,194.46,48,844,0.00,0.00,0
DE_DE_PaidSearch_Google_COMP_AlwaysOn_Conv,2026-02-25,GBP,384.35,152,"3,430",0.00,0.00,0
US_EN_PaidSearch_Google_PMAX_AlwaysOn_Conv,2026-02-26,GBP,585.36,475,"41,180",14.22,"3,997.58",41.16
DE_DE_PaidSearch_Google_BRA_AlwaysOn_Conv,2026-02-26,GBP,588.08,736,"3,422",22.38,"5,245.14",26.28
UK_EN_PaidSearch_Google_PMAX_AlwaysOn_Conv,2026-02-26,GBP,1157.51,"1,592","172,792",30.62,"5,857.52",37.81
US_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2026-02-26,GBP,373.19,473,"2,131",14.93,"2,890.91",25.00
DE_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2026-02-26,GBP,38.51,50,183,0.22,147.80,177.45
AU_EN_PaidSearch_Google_PMAX_AlwaysOn_Conv,2026-02-26,GBP,236.43,343,"25,249",10.49,"1,327.93",22.53
DE_DE_PaidSearch_Google_PMAX_AlwaysOn_Conv,2026-02-26,GBP,595.81,640,"62,992",13.83,"3,654.73",43.07
UK_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2026-02-26,GBP,556.12,941,"4,245",27.01,"5,473.79",20.59
AU_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2026-02-26,GBP,66.26,178,790,3.87,753.94,17.14
US_EN_PaidSearch_Google_GEN_AlwaysOn_Conv,2026-02-26,GBP,596.34,242,"5,139",4.03,941.41,147.81
UK_EN_PaidSearch_Google_GEN_AlwaysOn_Conv,2026-02-26,GBP,787.20,461,"10,237",5.44,726.44,144.63
DE_DE_PaidSearch_Google_GEN_AlwaysOn_Conv,2026-02-26,GBP,623.95,579,"10,153",3.28,"1,451.79",190.14
US_EN_PaidSearch_Google_COMP_AlwaysOn_Conv,2026-02-26,GBP,193.21,66,"1,648",1.00,125.54,193.21
AU_EN_PaidSearch_Google_GEN_AlwaysOn_Conv,2026-02-26,GBP,189.35,120,"2,403",0.00,0.00,0
AU_EN_PaidSearch_Google_COMP_AlwaysOn_Conv,2026-02-26,GBP,200.70,59,802,0.00,0.00,0
DE_DE_PaidSearch_Google_COMP_AlwaysOn_Conv,2026-02-26,GBP,206.73,96,"2,229",0.00,0.00,0
US_EN_PaidSearch_Google_PMAX_AlwaysOn_Conv,2026-02-27,GBP,522.85,467,"36,882",22.77,"4,665.04",22.97
DE_DE_PaidSearch_Google_BRA_AlwaysOn_Conv,2026-02-27,GBP,496.76,721,"3,385",18.96,"4,073.98",26.20
UK_EN_PaidSearch_Google_PMAX_AlwaysOn_Conv,2026-02-27,GBP,1003.88,"1,387","167,322",43.43,"5,713.85",23.12
US_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2026-02-27,GBP,217.85,391,"1,939",7.62,"1,538.17",28.59
DE_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2026-02-27,GBP,21.18,54,211,2.43,944.82,8.70
AU_EN_PaidSearch_Google_PMAX_AlwaysOn_Conv,2026-02-27,GBP,169.70,253,"20,734",6.87,"1,233.60",24.69
DE_DE_PaidSearch_Google_PMAX_AlwaysOn_Conv,2026-02-27,GBP,730.74,847,"71,488",17.23,"4,328.84",42.41
UK_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2026-02-27,GBP,570.82,968,"4,052",56.26,"9,180.66",10.15
AU_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2026-02-27,GBP,71.79,134,633,0.50,85.14,143.59
US_EN_PaidSearch_Google_GEN_AlwaysOn_Conv,2026-02-27,GBP,142.46,88,"2,105",1.51,390.01,94.29
UK_EN_PaidSearch_Google_GEN_AlwaysOn_Conv,2026-02-27,GBP,672.51,375,"8,590",3.30,"1,048.95",203.63
DE_DE_PaidSearch_Google_GEN_AlwaysOn_Conv,2026-02-27,GBP,627.67,599,"9,501",9.01,"2,585.63",69.66
US_EN_PaidSearch_Google_COMP_AlwaysOn_Conv,2026-02-27,GBP,140.76,53,"1,769",2.00,198.08,70.38
AU_EN_PaidSearch_Google_GEN_AlwaysOn_Conv,2026-02-27,GBP,213.67,112,"2,031",0.00,0.00,0
AU_EN_PaidSearch_Google_COMP_AlwaysOn_Conv,2026-02-27,GBP,62.78,33,620,0.00,0.00,0
DE_DE_PaidSearch_Google_COMP_AlwaysOn_Conv,2026-02-27,GBP,169.69,40,"2,844",0.00,0.00,0
US_EN_PaidSearch_Google_PMAX_AlwaysOn_Conv,2026-02-28,GBP,591.52,534,"36,222",17.97,"4,847.90",32.92
DE_DE_PaidSearch_Google_BRA_AlwaysOn_Conv,2026-02-28,GBP,309.56,720,"3,189",18.69,"4,647.28",16.57
UK_EN_PaidSearch_Google_PMAX_AlwaysOn_Conv,2026-02-28,GBP,764.18,"1,164","134,117",33.41,"7,246.11",22.87
US_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2026-02-28,GBP,282.63,458,"2,048",23.30,"5,846.66",12.13
DE_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2026-02-28,GBP,25.94,62,233,2.06,227.07,12.58
AU_EN_PaidSearch_Google_PMAX_AlwaysOn_Conv,2026-02-28,GBP,175.85,306,"19,608",7.37,"1,618.03",23.87
DE_DE_PaidSearch_Google_PMAX_AlwaysOn_Conv,2026-02-28,GBP,764.02,995,"62,481",27.07,"7,344.23",28.22
UK_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2026-02-28,GBP,546.85,"1,013","4,271",63.46,"10,961.31",8.62
AU_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2026-02-28,GBP,69.70,188,701,4.35,823.38,16.01
US_EN_PaidSearch_Google_GEN_AlwaysOn_Conv,2026-02-28,GBP,187.86,96,"1,828",1.00,390.16,187.86
UK_EN_PaidSearch_Google_GEN_AlwaysOn_Conv,2026-02-28,GBP,654.81,419,"8,984",1.00,49.60,654.81
DE_DE_PaidSearch_Google_GEN_AlwaysOn_Conv,2026-02-28,GBP,542.60,541,"9,277",0.47,126.97,1146.05
US_EN_PaidSearch_Google_COMP_AlwaysOn_Conv,2026-02-28,GBP,173.91,59,"1,780",1.31,296.13,132.83
AU_EN_PaidSearch_Google_GEN_AlwaysOn_Conv,2026-02-28,GBP,169.63,115,"2,211",2.23,710.42,76.18
AU_EN_PaidSearch_Google_COMP_AlwaysOn_Conv,2026-02-28,GBP,75.38,34,674,0.00,0.00,0
DE_DE_PaidSearch_Google_COMP_AlwaysOn_Conv,2026-02-28,GBP,190.37,75,"2,691",1.05,442.56,181.98
US_EN_PaidSearch_Google_PMAX_AlwaysOn_Conv,2026-03-01,GBP,650.04,578,"36,896",19.68,"4,910.08",33.03
DE_DE_PaidSearch_Google_BRA_AlwaysOn_Conv,2026-03-01,GBP,403.80,655,"2,835",25.05,"7,683.15",16.12
UK_EN_PaidSearch_Google_PMAX_AlwaysOn_Conv,2026-03-01,GBP,790.49,"1,299","126,803",25.21,"3,943.59",31.36
US_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2026-03-01,GBP,276.88,555,"2,378",14.82,"3,831.65",18.68
DE_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2026-03-01,GBP,31.06,87,433,1.73,186.75,17.99
AU_EN_PaidSearch_Google_PMAX_AlwaysOn_Conv,2026-03-01,GBP,160.69,251,"21,610",8.01,"1,481.88",20.05
DE_DE_PaidSearch_Google_PMAX_AlwaysOn_Conv,2026-03-01,GBP,890.49,"1,328","85,163",26.15,"6,800.71",34.05
UK_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2026-03-01,GBP,540.91,"1,139","4,855",39.51,"8,824.47",13.69
AU_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2026-03-01,GBP,69.92,174,709,7.08,"1,564.88",9.88
US_EN_PaidSearch_Google_GEN_AlwaysOn_Conv,2026-03-01,GBP,198.40,114,"1,921",0.71,199.33,280.80
UK_EN_PaidSearch_Google_GEN_AlwaysOn_Conv,2026-03-01,GBP,730.23,477,"10,677",8.47,839.71,86.26
DE_DE_PaidSearch_Google_GEN_AlwaysOn_Conv,2026-03-01,GBP,687.48,709,"10,708",5.97,"1,561.19",115.19
US_EN_PaidSearch_Google_COMP_AlwaysOn_Conv,2026-03-01,GBP,287.21,100,"2,505",2.33,473.80,123.09
AU_EN_PaidSearch_Google_GEN_AlwaysOn_Conv,2026-03-01,GBP,240.25,154,"2,438",3.00,378.32,80.08
AU_EN_PaidSearch_Google_COMP_AlwaysOn_Conv,2026-03-01,GBP,69.97,39,528,0.00,0.00,0
DE_DE_PaidSearch_Google_COMP_AlwaysOn_Conv,2026-03-01,GBP,280.86,219,"4,526",1.13,224.05,248.57
