Untitled report
1 December 2025 - 1 March 2026
Campaign,Day,Currency code,Cost,Clicks,Impr.,Conversions,Conv. value,Cost / conv.
DE_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2025-12-15,GBP,24.34,53,236,2.00,428.67,12.17
AU_EN_PaidSearch_Google_PMAX_AlwaysOn_Conv,2025-12-15,GBP,206.70,425,"28,386",20.85,"3,349.70",9.92
DE_DE_PaidSearch_Google_PMAX_AlwaysOn_Conv,2025-12-15,GBP,1239.98,"5,085","158,124",58.21,"15,379.52",21.30
UK_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2025-12-15,GBP,314.23,428,"1,455",37.26,"3,855.68",8.43
AU_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2025-12-15,GBP,73.28,140,627,4.11,437.58,17.85
US_EN_PaidSearch_Google_GEN_AlwaysOn_Conv,2025-12-15,GBP,229.66,127,"1,708",7.42,"1,675.80",30.95
UK_EN_PaidSearch_Google_GEN_AlwaysOn_Conv,2025-12-15,GBP,82.67,111,"1,269",3.03,574.47,27.32
DE_DE_PaidSearch_Google_GEN_AlwaysOn_Conv,2025-12-15,GBP,155.92,181,"3,368",8.00,"2,288.82",19.49
AU_EN_PaidSearch_Google_GEN_AlwaysOn_Conv,2025-12-15,GBP,108.77,90,"1,401",0.01,3.70,7646.58
US_EN_PaidSearch_Google_PMAX_AlwaysOn_Conv,2025-12-16,GBP,807.41,690,"45,339",71.12,"17,445.03",11.35
DE_DE_PaidSearch_Google_BRA_AlwaysOn_Conv,2025-12-16,GBP,140.99,324,"1,567",14.08,"3,743.45",10.01
UK_EN_PaidSearch_Google_PMAX_AlwaysOn_Conv,2025-12-16,GBP,248.78,502,"34,325",22.58,"4,677.68",11.02
US_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2025-12-16,GBP,393.29,577,"2,666",40.85,"10,762.18",9.63
DE_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2025-12-16,GBP,13.60,33,231,0.00,0.00,0
AU_EN_PaidSearch_Google_PMAX_AlwaysOn_Conv,2025-12-16,GBP,203.84,432,"28,053",31.07,"5,900.67",6.56
DE_DE_PaidSearch_Google_PMAX_AlwaysOn_Conv,2025-12-16,GBP,642.53,"1,513","65,305",37.76,"10,393.97",17.02
UK_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2025-12-16,GBP,332.04,387,"1,479",42.74,"5,122.80",7.77
AU_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2025-12-16,GBP,64.18,141,681,5.00,816.32,12.84
US_EN_PaidSearch_Google_GEN_AlwaysOn_Conv,2025-12-16,GBP,183.86,106,"1,397",3.05,924.13,60.27
UK_EN_PaidSearch_Google_GEN_AlwaysOn_Conv,2025-12-16,GBP,31.37,53,522,2.00,352.20,15.69
DE_DE_PaidSearch_Google_GEN_AlwaysOn_Conv,2025-12-16,GBP,141.97,171,"2,892",4.20,958.69,33.80
AU_EN_PaidSearch_Google_GEN_AlwaysOn_Conv,2025-12-16,GBP,102.82,98,"1,359",1.00,157.48,102.82
US_EN_PaidSearch_Google_PMAX_AlwaysOn_Conv,2025-12-17,GBP,712.48,646,"40,212",60.68,"15,244.83",11.74
DE_DE_PaidSearch_Google_BRA_AlwaysOn_Conv,2025-12-17,GBP,90.03,269,"1,510",9.33,"2,475.94",9.65
UK_EN_PaidSearch_Google_PMAX_AlwaysOn_Conv,2025-12-17,GBP,197.26,432,"28,371",29.07,"5,052.11",6.78
US_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2025-12-17,GBP,409.67,517,"2,473",29.23,"7,750.98",14.02
DE_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2025-12-17,GBP,24.57,37,217,4.40,912.00,5.58
AU_EN_PaidSearch_Google_PMAX_AlwaysOn_Conv,2025-12-17,GBP,239.52,423,"28,782",28.64,"4,891.06",8.36
DE_DE_PaidSearch_Google_PMAX_AlwaysOn_Conv,2025-12-17,GBP,680.90,"2,369","74,800",50.30,"11,587.11",13.54
UK_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2025-12-17,GBP,278.30,380,"1,296",42.62,"4,109.80",6.53
AU_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2025-12-17,GBP,74.72,156,728,4.10,948.99,18.21
US_EN_PaidSearch_Google_GEN_AlwaysOn_Conv,2025-12-17,GBP,89.08,65,"1,029",4.00,"1,070.18",22.27
UK_EN_PaidSearch_Google_GEN_AlwaysOn_Conv,2025-12-17,GBP,15.97,37,344,4.00,622.40,3.99
DE_DE_PaidSearch_Google_GEN_AlwaysOn_Conv,2025-12-17,GBP,104.75,139,"2,739",0.00,0.00,0
AU_EN_PaidSearch_Google_GEN_AlwaysOn_Conv,2025-12-17,GBP,81.72,71,"1,061",2.97,505.86,27.47
US_EN_PaidSearch_Google_PMAX_AlwaysOn_Conv,2025-12-18,GBP,581.82,529,"36,665",37.76,"10,001.68",15.41
DE_DE_PaidSearch_Google_BRA_AlwaysOn_Conv,2025-12-18,GBP,84.07,293,"1,433",16.33,"4,342.52",5.15
UK_EN_PaidSearch_Google_PMAX_AlwaysOn_Conv,2025-12-18,GBP,236.02,518,"29,611",42.25,"6,702.31",5.59
US_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2025-12-18,GBP,366.06,490,"2,226",40.98,"11,382.01",8.93
DE_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2025-12-18,GBP,20.20,43,194,1.00,60.51,20.20
AU_EN_PaidSearch_Google_PMAX_AlwaysOn_Conv,2025-12-18,GBP,347.31,518,"31,096",21.95,"4,207.74",15.82
DE_DE_PaidSearch_Google_PMAX_AlwaysOn_Conv,2025-12-18,GBP,661.20,"2,453","76,230",47.56,"11,262.70",13.90
UK_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2025-12-18,GBP,349.76,562,"1,860",50.78,"5,553.46",6.89
AU_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2025-12-18,GBP,88.44,212,830,3.49,772.40,25.32
US_EN_PaidSearch_Google_GEN_AlwaysOn_Conv,2025-12-18,GBP,94.29,61,827,1.03,345.77,91.92
UK_EN_PaidSearch_Google_GEN_AlwaysOn_Conv,2025-12-18,GBP,50.17,62,518,12.72,"3,175.10",3.94
DE_DE_PaidSearch_Google_GEN_AlwaysOn_Conv,2025-12-18,GBP,90.15,96,"2,177",0.03,3.20,3402.64
AU_EN_PaidSearch_Google_GEN_AlwaysOn_Conv,2025-12-18,GBP,83.71,71,"1,157",4.01,"1,801.07",20.86
US_EN_PaidSearch_Google_PMAX_AlwaysOn_Conv,2025-12-19,GBP,431.12,454,"30,424",43.84,"12,645.20",9.83
DE_DE_PaidSearch_Google_BRA_AlwaysOn_Conv,2025-12-19,GBP,107.08,282,"1,371",17.75,"4,228.56",6.03
UK_EN_PaidSearch_Google_PMAX_AlwaysOn_Conv,2025-12-19,GBP,164.32,372,"23,690",26.39,"4,666.30",6.23
US_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2025-12-19,GBP,266.92,416,"1,902",18.00,"4,448.78",14.83
DE_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2025-12-19,GBP,4.97,29,116,0.80,64.00,6.21
AU_EN_PaidSearch_Google_PMAX_AlwaysOn_Conv,2025-12-19,GBP,217.57,423,"27,980",27.13,"5,236.04",8.02
DE_DE_PaidSearch_Google_PMAX_AlwaysOn_Conv,2025-12-19,GBP,520.21,"1,436","60,492",24.88,"6,340.30",20.91
UK_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2025-12-19,GBP,235.25,347,"1,206",34.39,"3,072.09",6.84
AU_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2025-12-19,GBP,64.47,133,613,3.61,998.57,17.87
US_EN_PaidSearch_Google_GEN_AlwaysOn_Conv,2025-12-19,GBP,54.24,34,757,1.22,392.30,44.44
UK_EN_PaidSearch_Google_GEN_AlwaysOn_Conv,2025-12-19,GBP,29.04,38,363,3.00,355.20,9.68
DE_DE_PaidSearch_Google_GEN_AlwaysOn_Conv,2025-12-19,GBP,72.78,77,"1,688",1.00,249.90,72.78
AU_EN_PaidSearch_Google_GEN_AlwaysOn_Conv,2025-12-19,GBP,106.40,78,"1,084",2.66,530.68,40.02
US_EN_PaidSearch_Google_PMAX_AlwaysOn_Conv,2025-12-20,GBP,509.21,531,"33,843",51.20,"15,382.15",9.95
DE_DE_PaidSearch_Google_BRA_AlwaysOn_Conv,2025-12-20,GBP,269.99,385,"1,881",13.40,"4,727.85",20.15
UK_EN_PaidSearch_Google_PMAX_AlwaysOn_Conv,2025-12-20,GBP,193.53,375,"25,036",31.50,"6,720.53",6.14
US_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2025-12-20,GBP,430.27,455,"2,063",39.03,"9,722.03",11.02
DE_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2025-12-20,GBP,9.29,29,160,1.00,145.68,9.29
AU_EN_PaidSearch_Google_PMAX_AlwaysOn_Conv,2025-12-20,GBP,234.02,516,"33,466",26.57,"5,698.13",8.81
DE_DE_PaidSearch_Google_PMAX_AlwaysOn_Conv,2025-12-20,GBP,390.89,796,"54,518",34.11,"9,316.34",11.46
UK_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2025-12-20,GBP,174.03,274,999,26.34,"3,584.25",6.61
AU_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2025-12-20,GBP,53.50,153,608,2.10,906.62,25.47
US_EN_PaidSearch_Google_GEN_AlwaysOn_Conv,2025-12-20,GBP,80.87,50,704,1.92,519.70,42.06
UK_EN_PaidSearch_Google_GEN_AlwaysOn_Conv,2025-12-20,GBP,20.40,28,345,6.04,856.18,3.38
DE_DE_PaidSearch_Google_GEN_AlwaysOn_Conv,2025-12-20,GBP,68.06,70,"1,525",0.53,357.74,129.27
AU_EN_PaidSearch_Google_GEN_AlwaysOn_Conv,2025-12-20,GBP,119.49,94,"1,136",0.56,112.08,213.35
US_EN_PaidSearch_Google_PMAX_AlwaysOn_Conv,2025-12-21,GBP,499.18,585,"33,345",38.13,"9,369.18",13.09
DE_DE_PaidSearch_Google_BRA_AlwaysOn_Conv,2025-12-21,GBP,51.77,271,"1,261",6.92,"2,325.31",7.48
UK_EN_PaidSearch_Google_PMAX_AlwaysOn_Conv,2025-12-21,GBP,177.56,402,"28,250",26.09,"7,431.24",6.81
US_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2025-12-21,GBP,341.67,497,"2,161",27.83,"8,121.61",12.28
DE_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2025-12-21,GBP,6.73,24,157,0.17,118.00,39.51
AU_EN_PaidSearch_Google_PMAX_AlwaysOn_Conv,2025-12-21,GBP,215.33,522,"37,262",31.47,"6,895.34",6.84
DE_DE_PaidSearch_Google_PMAX_AlwaysOn_Conv,2025-12-21,GBP,492.91,"1,048","59,440",34.93,"7,657.44",14.11
UK_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2025-12-21,GBP,194.23,336,"1,088",29.10,"4,053.90",6.68
AU_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2025-12-21,GBP,80.77,161,618,1.00,190.10,80.77
US_EN_PaidSearch_Google_GEN_AlwaysOn_Conv,2025-12-21,GBP,74.53,47,772,2.00,421.57,37.27
UK_EN_PaidSearch_Google_GEN_AlwaysOn_Conv,2025-12-21,GBP,29.83,44,368,6.97,"1,334.98",4.28
DE_DE_PaidSearch_Google_GEN_AlwaysOn_Conv,2025-12-21,GBP,59.35,76,"1,601",3.00,532.68,19.78
AU_EN_PaidSearch_Google_GEN_AlwaysOn_Conv,2025-12-21,GBP,88.61,80,"1,158",0.17,25.49,532.71
US_EN_PaidSearch_Google_PMAX_AlwaysOn_Conv,2025-12-22,GBP,380.78,477,"31,948",32.58,"8,972.71",11.69
DE_DE_PaidSearch_Google_BRA_AlwaysOn_Conv,2025-12-22,GBP,95.29,285,"1,347",18.94,"4,081.67",5.03
UK_EN_PaidSearch_Google_PMAX_AlwaysOn_Conv,2025-12-22,GBP,171.21,435,"29,619",32.98,"6,968.28",5.19
US_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2025-12-22,GBP,324.89,477,"2,039",37.77,"10,002.99",8.60
DE_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2025-12-22,GBP,10.41,38,176,0.40,32.00,26.02
AU_EN_PaidSearch_Google_PMAX_AlwaysOn_Conv,2025-12-22,GBP,217.71,509,"36,113",18.34,"3,734.34",11.87
DE_DE_PaidSearch_Google_PMAX_AlwaysOn_Conv,2025-12-22,GBP,368.81,794,"52,560",25.29,"6,453.06",14.58
UK_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2025-12-22,GBP,190.85,279,915,31.67,"4,361.21",6.03
AU_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2025-12-22,GBP,94.41,160,724,5.00,"1,320.71",18.88
US_EN_PaidSearch_Google_GEN_AlwaysOn_Conv,2025-12-22,GBP,62.36,46,614,1.55,406.82,40.35
UK_EN_PaidSearch_Google_GEN_AlwaysOn_Conv,2025-12-22,GBP,16.25,22,299,1.00,178.70,16.25
DE_DE_PaidSearch_Google_GEN_AlwaysOn_Conv,2025-12-22,GBP,48.30,51,"1,019",0.00,0.00,0
AU_EN_PaidSearch_Google_GEN_AlwaysOn_Conv,2025-12-22,GBP,77.72,72,995,1.86,376.86,41.83
US_EN_PaidSearch_Google_PMAX_AlwaysOn_Conv,2025-12-23,GBP,660.33,728,"46,802",59.58,"14,530.35",11.08
DE_DE_PaidSearch_Google_BRA_AlwaysOn_Conv,2025-12-23,GBP,189.72,461,"2,287",22.20,"6,380.24",8.55
UK_EN_PaidSearch_Google_PMAX_AlwaysOn_Conv,2025-12-23,GBP,252.69,674,"40,965",44.45,"9,240.63",5.69
JP_JA_PaidSearch_Google_PMAX_AlwaysOn_Conv,2025-12-23,GBP,68.77,621,"22,953",17.27,"2,598.41",3.98
US_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2025-12-23,GBP,418.09,633,"2,762",72.82,"14,836.88",5.74
DE_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2025-12-23,GBP,24.67,54,232,2.21,826.99,11.18
AU_EN_PaidSearch_Google_PMAX_AlwaysOn_Conv,2025-12-23,GBP,275.33,644,"42,869",36.86,"6,618.11",7.47
DE_DE_PaidSearch_Google_PMAX_AlwaysOn_Conv,2025-12-23,GBP,477.79,"1,030","71,275",34.11,"8,204.02",14.01
UK_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2025-12-23,GBP,139.96,356,"1,090",33.25,"7,407.22",4.21
AU_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2025-12-23,GBP,72.07,241,946,16.03,"3,310.90",4.49
US_EN_PaidSearch_Google_GEN_AlwaysOn_Conv,2025-12-23,GBP,68.90,56,777,2.00,746.68,34.45
UK_EN_PaidSearch_Google_GEN_AlwaysOn_Conv,2025-12-23,GBP,45.64,65,582,2.05,327.54,22.23
DE_DE_PaidSearch_Google_GEN_AlwaysOn_Conv,2025-12-23,GBP,68.33,102,"1,974",4.00,995.16,17.08
UK_EN_PaidSearch_Google_DEMGEN_AlwaysOn_Conv,2025-12-23,GBP,143.62,548,"25,787",8.46,"1,135.72",16.98
US_EN_PaidSearch_Google_COMP_AlwaysOn_Conv,2025-12-23,GBP,0.00,0,114,0.00,0.00,0
US_EN_PaidSearch_Google_DEMGEN_AlwaysOn_Conv,2025-12-23,GBP,222.43,495,"26,508",10.82,"1,938.73",20.55
AU_EN_PaidSearch_Google_GEN_AlwaysOn_Conv,2025-12-23,GBP,90.56,94,"1,132",1.84,278.58,49.30
DE_DE_PaidSearch_Google_DEMGEN_AlwaysOn_Conv,2025-12-23,GBP,328.86,"1,189","54,722",4.94,939.64,66.63
AU_EN_PaidSearch_Google_DEMGEN_AlwaysOn_Conv,2025-12-23,GBP,153.65,266,"16,034",3.03,177.44,50.73
AU_EN_PaidSearch_Google_COMP_AlwaysOn_Conv,2025-12-23,GBP,6.84,9,246,1.00,371.44,6.84
US_EN_PaidSearch_Google_PMAX_AlwaysOn_Conv,2025-12-24,GBP,798.34,914,"70,785",83.58,"19,812.38",9.55
DE_DE_PaidSearch_Google_BRA_AlwaysOn_Conv,2025-12-24,GBP,233.93,513,"2,767",31.31,"8,208.34",7.47
UK_EN_PaidSearch_Google_PMAX_AlwaysOn_Conv,2025-12-24,GBP,273.17,664,"48,325",47.89,"11,028.07",5.70
JP_JA_PaidSearch_Google_PMAX_AlwaysOn_Conv,2025-12-24,GBP,283.26,"2,358","132,051",42.83,"6,911.53",6.61
US_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2025-12-24,GBP,448.66,599,"3,069",53.35,"13,375.17",8.41
DE_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2025-12-24,GBP,11.17,29,183,4.00,765.99,2.79
AU_EN_PaidSearch_Google_PMAX_AlwaysOn_Conv,2025-12-24,GBP,340.63,858,"62,402",39.91,"7,705.89",8.54
DE_DE_PaidSearch_Google_PMAX_AlwaysOn_Conv,2025-12-24,GBP,763.17,"1,770","126,685",70.21,"19,089.57",10.87
UK_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2025-12-24,GBP,129.41,339,958,35.22,"4,760.52",3.67
AU_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2025-12-24,GBP,163.63,324,"1,150",22.04,"3,656.05",7.42
US_EN_PaidSearch_Google_GEN_AlwaysOn_Conv,2025-12-24,GBP,73.19,58,953,8.14,"2,059.44",8.99
UK_EN_PaidSearch_Google_GEN_AlwaysOn_Conv,2025-12-24,GBP,36.56,41,464,2.97,658.39,12.33
DE_DE_PaidSearch_Google_GEN_AlwaysOn_Conv,2025-12-24,GBP,100.37,141,"2,737",3.17,"1,083.92",31.70
UK_EN_PaidSearch_Google_DEMGEN_AlwaysOn_Conv,2025-12-24,GBP,117.52,319,"11,553",9.82,"2,554.83",11.97
US_EN_PaidSearch_Google_COMP_AlwaysOn_Conv,2025-12-24,GBP,5.25,5,154,0.50,45.53,10.49
US_EN_PaidSearch_Google_DEMGEN_AlwaysOn_Conv,2025-12-24,GBP,275.96,382,"22,545",15.46,"2,885.43",17.85
AU_EN_PaidSearch_Google_GEN_AlwaysOn_Conv,2025-12-24,GBP,87.86,84,"1,143",4.35,"1,024.63",20.21
DE_DE_PaidSearch_Google_DEMGEN_AlwaysOn_Conv,2025-12-24,GBP,199.58,"1,097","85,835",5.62,893.57,35.52
AU_EN_PaidSearch_Google_DEMGEN_AlwaysOn_Conv,2025-12-24,GBP,108.38,229,"12,091",2.26,250.73,47.97
AU_EN_PaidSearch_Google_COMP_AlwaysOn_Conv,2025-12-24,GBP,32.24,34,603,1.00,166.79,32.24
DE_DE_PaidSearch_Google_COMP_AlwaysOn_Conv,2025-12-24,GBP,0.00,0,3,0.00,0.00,0
US_EN_PaidSearch_Google_PMAX_AlwaysOn_Conv,2025-12-25,GBP,922.31,"1,030","75,739",92.57,"23,856.43",9.96
DE_DE_PaidSearch_Google_BRA_AlwaysOn_Conv,2025-12-25,GBP,203.71,547,"2,914",51.17,"15,456.55",3.98
UK_EN_PaidSearch_Google_PMAX_AlwaysOn_Conv,2025-12-25,GBP,445.44,932,"69,115",79.24,"16,455.83",5.62
JP_JA_PaidSearch_Google_PMAX_AlwaysOn_Conv,2025-12-25,GBP,242.56,"1,330","64,420",68.91,"12,823.89",3.52
US_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2025-12-25,GBP,390.79,685,"3,325",62.74,"19,711.96",6.23
DE_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2025-12-25,GBP,20.91,59,199,3.00,549.03,6.97
AU_EN_PaidSearch_Google_PMAX_AlwaysOn_Conv,2025-12-25,GBP,590.10,"1,317","99,033",77.17,"14,448.86",7.65
DE_DE_PaidSearch_Google_PMAX_AlwaysOn_Conv,2025-12-25,GBP,1138.11,"2,097","150,255",94.21,"28,067.36",12.08
UK_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2025-12-25,GBP,165.82,479,"1,316",45.29,"9,149.75",3.66
AU_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2025-12-25,GBP,168.84,489,"1,719",33.74,"7,793.95",5.00
US_EN_PaidSearch_Google_GEN_AlwaysOn_Conv,2025-12-25,GBP,203.19,149,"2,331",6.14,"1,292.91",33.07
UK_EN_PaidSearch_Google_GEN_AlwaysOn_Conv,2025-12-25,GBP,26.32,61,681,2.17,515.07,12.15
DE_DE_PaidSearch_Google_GEN_AlwaysOn_Conv,2025-12-25,GBP,244.32,334,"5,866",5.87,"1,257.18",41.60
UK_EN_PaidSearch_Google_DEMGEN_AlwaysOn_Conv,2025-12-25,GBP,105.61,188,"8,242",10.42,"2,511.59",10.13
US_EN_PaidSearch_Google_COMP_AlwaysOn_Conv,2025-12-25,GBP,4.51,5,174,0.00,0.00,0
US_EN_PaidSearch_Google_DEMGEN_AlwaysOn_Conv,2025-12-25,GBP,199.22,251,"16,562",13.88,"2,446.63",14.36
AU_EN_PaidSearch_Google_GEN_AlwaysOn_Conv,2025-12-25,GBP,204.94,211,"2,307",7.48,"1,592.31",27.40
DE_DE_PaidSearch_Google_DEMGEN_AlwaysOn_Conv,2025-12-25,GBP,200.38,"1,116","78,988",10.16,"2,267.90",19.71
AU_EN_PaidSearch_Google_DEMGEN_AlwaysOn_Conv,2025-12-25,GBP,95.52,145,"11,190",2.78,533.31,34.35
AU_EN_PaidSearch_Google_COMP_AlwaysOn_Conv,2025-12-25,GBP,120.94,107,"1,507",5.04,838.40,24.01
DE_DE_PaidSearch_Google_COMP_AlwaysOn_Conv,2025-12-25,GBP,2.38,2,26,0.00,0.00,0
US_EN_PaidSearch_Google_PMAX_AlwaysOn_Conv,2025-12-26,GBP,1382.95,"1,335","120,813",90.40,"27,314.53",15.30
DE_DE_PaidSearch_Google_BRA_AlwaysOn_Conv,2025-12-26,GBP,461.06,720,"3,544",57.16,"21,419.63",8.07
UK_EN_PaidSearch_Google_PMAX_AlwaysOn_Conv,2025-12-26,GBP,950.06,"1,977","144,264",112.02,"23,533.97",8.48
JP_JA_PaidSearch_Google_PMAX_AlwaysOn_Conv,2025-12-26,GBP,355.41,"1,278","60,128",53.69,"10,087.22",6.62
US_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2025-12-26,GBP,557.19,867,"3,918",57.77,"16,322.17",9.65
DE_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2025-12-26,GBP,48.65,61,301,5.00,"4,364.36",9.73
AU_EN_PaidSearch_Google_PMAX_AlwaysOn_Conv,2025-12-26,GBP,1186.46,"2,148","181,474",109.96,"22,772.33",10.79
DE_DE_PaidSearch_Google_PMAX_AlwaysOn_Conv,2025-12-26,GBP,1588.93,"2,599","202,795",92.38,"23,137.26",17.20
UK_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2025-12-26,GBP,247.83,768,"2,144",66.55,"11,322.38",3.72
AU_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2025-12-26,GBP,179.38,628,"2,315",39.38,"8,881.26",4.56
US_EN_PaidSearch_Google_GEN_AlwaysOn_Conv,2025-12-26,GBP,349.17,241,"4,487",14.36,"4,039.41",24.32
UK_EN_PaidSearch_Google_GEN_AlwaysOn_Conv,2025-12-26,GBP,88.62,175,"2,125",7.05,"1,215.59",12.58
DE_DE_PaidSearch_Google_GEN_AlwaysOn_Conv,2025-12-26,GBP,293.89,399,"7,143",7.00,"2,177.62",41.98
UK_EN_PaidSearch_Google_DEMGEN_AlwaysOn_Conv,2025-12-26,GBP,101.65,184,"8,258",10.38,"2,207.46",9.79
US_EN_PaidSearch_Google_COMP_AlwaysOn_Conv,2025-12-26,GBP,4.31,6,294,0.00,0.00,0
US_EN_PaidSearch_Google_DEMGEN_AlwaysOn_Conv,2025-12-26,GBP,211.31,263,"19,791",3.45,673.12,61.19
AU_EN_PaidSearch_Google_GEN_AlwaysOn_Conv,2025-12-26,GBP,405.22,389,"4,254",16.89,"4,113.93",23.99
DE_DE_PaidSearch_Google_DEMGEN_AlwaysOn_Conv,2025-12-26,GBP,204.30,970,"48,476",12.20,"2,427.10",16.74
AU_EN_PaidSearch_Google_DEMGEN_AlwaysOn_Conv,2025-12-26,GBP,97.95,160,"13,502",3.15,215.88,31.06
AU_EN_PaidSearch_Google_COMP_AlwaysOn_Conv,2025-12-26,GBP,166.07,143,"2,261",3.54,570.52,46.95
DE_DE_PaidSearch_Google_COMP_AlwaysOn_Conv,2025-12-26,GBP,3.60,4,67,0.00,0.00,0
US_EN_PaidSearch_Google_PMAX_AlwaysOn_Conv,2025-12-27,GBP,1733.38,"1,608","140,154",119.38,"34,016.58",14.52
DE_DE_PaidSearch_Google_BRA_AlwaysOn_Conv,2025-12-27,GBP,573.28,747,"3,726",53.30,"15,870.94",10.76
UK_EN_PaidSearch_Google_PMAX_AlwaysOn_Conv,2025-12-27,GBP,1270.60,"2,137","173,547",109.43,"23,763.01",11.61
JP_JA_PaidSearch_Google_PMAX_AlwaysOn_Conv,2025-12-27,GBP,560.55,"1,752","100,128",69.63,"13,784.67",8.05
US_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2025-12-27,GBP,524.58,726,"3,464",69.39,"19,098.15",7.56
DE_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2025-12-27,GBP,38.25,63,346,3.74,"1,823.87",10.23
AU_EN_PaidSearch_Google_PMAX_AlwaysOn_Conv,2025-12-27,GBP,1369.38,"1,946","171,618",73.46,"15,810.15",18.64
DE_DE_PaidSearch_Google_PMAX_AlwaysOn_Conv,2025-12-27,GBP,1601.22,"2,300","188,494",63.69,"16,801.54",25.14
UK_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2025-12-27,GBP,316.67,623,"1,816",67.98,"10,812.02",4.66
AU_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2025-12-27,GBP,205.40,435,"1,853",24.24,"4,824.92",8.48
US_EN_PaidSearch_Google_GEN_AlwaysOn_Conv,2025-12-27,GBP,489.93,339,"6,349",14.09,"3,971.98",34.77
UK_EN_PaidSearch_Google_GEN_AlwaysOn_Conv,2025-12-27,GBP,168.27,265,"3,552",10.00,"2,589.50",16.83
DE_DE_PaidSearch_Google_GEN_AlwaysOn_Conv,2025-12-27,GBP,454.03,527,"9,649",26.13,"7,247.76",17.38
UK_EN_PaidSearch_Google_DEMGEN_AlwaysOn_Conv,2025-12-27,GBP,98.65,199,"10,012",10.16,"1,918.06",9.71
US_EN_PaidSearch_Google_COMP_AlwaysOn_Conv,2025-12-27,GBP,30.12,19,709,0.85,141.01,35.31
US_EN_PaidSearch_Google_DEMGEN_AlwaysOn_Conv,2025-12-27,GBP,201.68,219,"16,292",7.33,"1,631.96",27.53
AU_EN_PaidSearch_Google_GEN_AlwaysOn_Conv,2025-12-27,GBP,516.53,357,"5,001",5.12,694.30,100.95
DE_DE_PaidSearch_Google_DEMGEN_AlwaysOn_Conv,2025-12-27,GBP,202.62,845,"39,473",3.00,424.78,67.54
AU_EN_PaidSearch_Google_DEMGEN_AlwaysOn_Conv,2025-12-27,GBP,99.48,182,"14,930",2.33,324.13,42.64
AU_EN_PaidSearch_Google_COMP_AlwaysOn_Conv,2025-12-27,GBP,196.48,143,"1,957",2.00,229.01,98.06
DE_DE_PaidSearch_Google_COMP_AlwaysOn_Conv,2025-12-27,GBP,18.52,13,97,1.00,272.45,18.52
US_EN_PaidSearch_Google_PMAX_AlwaysOn_Conv,2025-12-28,GBP,1966.28,"1,767","145,348",115.17,"29,675.64",17.07
